transaction_id,transaction_datetime,customer_id,customer_full_name,customer_age,customer_country,customer_loyalty_tier,customer_account_age_days,product_category,product_subcategory,quantity_purchased,unit_price_usd,gross_amount_usd,loyalty_discount_pct,promo_discount_pct,total_discount_pct,discount_amount_usd,net_amount_before_tax_usd,tax_rate,tax_amount_usd,net_amount_after_tax_usd,shipping_fee_usd,total_transaction_amount_usd,payment_method,device_type,days_since_last_purchase,is_fraudulent,is_returned,is_churned_customer
TXN0000107,2023-01-19 01:13:19,CUST01252,James Chen,27,Australia,Silver,1223,Books,Children,2,36.43,72.86,0.05,0.0,0.05,3.64,69.22,0.128,8.86,78.08,0.0,78.08,Debit Card,Mobile,170,0,0,0
TXN0000108,2024-11-25 23:13:59,CUST00853,Wei Young,29,Germany,Bronze,1616,Beauty,Vitamins,1,33.8,33.8,0.0,0.0,0.0,0.0,33.8,0.069,2.33,36.13,4.64,40.77,Debit Card,Mobile,88,0,0,0
TXN0000109,2023-06-09 22:06:38,CUST00157,Jennifer Johnson,34,Japan,Silver,3397,Groceries,Fresh Produce,2,74.72,149.44,0.05,0.0,0.05,7.47,141.97,0.07,9.94,151.91,0.0,151.91,Google Pay,Mobile,30,0,0,0
TXN0000110,2024-07-31 05:11:06,CUST00553,Susan Nguyen,75,India,Silver,378,Electronics,Tablet,4,510.34,2041.36,0.05,0.0,0.05,102.07,1939.29,0.149,288.95,2228.24,0.0,2228.24,Credit Card,Mobile,106,1,1,0
TXN0000111,2024-01-26 06:48:47,CUST00195,Karen Chen,52,United States,Platinum,3591,Home & Garden,Tools,2,348.59,697.18,0.15,0.0,0.15,104.58,592.6,0.11,65.19,657.79,0.0,657.79,Bank Transfer,Desktop,74,0,0,0
TXN0000112,2023-08-12 15:03:52,CUST00669,Patricia Williams,28,India,Bronze,2916,Beauty,Fragrance,4,80.77,323.08,0.0,0.15,0.15,48.46,274.62,0.096,26.36,300.98,0.0,300.98,Debit Card,Desktop,234,0,0,1
TXN0000113,2023-12-22 14:32:07,CUST00521,Barbara Garcia,54,United States,Gold,1623,Sports,Camping,3,373.61,1120.83,0.1,0.0,0.1,112.08,1008.75,0.075,75.66,1084.41,0.0,1084.41,Google Pay,Desktop,49,0,0,0
TXN0000114,2024-07-18 07:38:43,CUST00591,Lisa Patel,45,United States,Bronze,876,Electronics,Headphones,1,1331.74,1331.74,0.0,0.15,0.15,199.76,1131.98,0.104,117.73,1249.71,0.0,1249.71,PayPal,Mobile,112,0,0,0
TXN0000115,2023-07-16 07:54:40,CUST01364,John White,72,United Kingdom,Gold,916,Beauty,Makeup,1,149.31,149.31,0.1,0.0,0.1,14.93,134.38,0.127,17.07,151.45,0.0,151.45,Credit Card,Mobile,328,0,1,0
TXN0000116,2023-04-17 00:10:56,CUST01042,Wei Ahmed,49,Japan,Silver,67,Toys,LEGO,1,89.19,89.19,0.05,0.0,0.05,4.46,84.73,0.054,4.58,89.31,0.0,89.31,Credit Card,Desktop,238,0,0,0
TXN0000117,2023-05-13 12:00:40,CUST00728,William Williams,59,United Kingdom,Bronze,1592,Clothing,Jeans,1,169.03,169.03,0.0,0.2,0.2,33.81,135.22,0.064,8.65,143.87,0.0,143.87,Apple Pay,Desktop,64,0,0,0
TXN0000118,2024-06-08 07:44:04,CUST00802,Susan Nguyen,59,France,Bronze,2652,Beauty,Haircare,2,15.32,30.64,0.0,0.05,0.05,1.53,29.11,0.065,1.89,31.0,6.14,37.14,Credit Card,Mobile,227,0,0,1
TXN0000119,2023-07-13 22:44:28,CUST01046,Linda Wilson,23,Canada,Bronze,3161,Clothing,Hoodie,1,210.19,210.19,0.0,0.0,0.0,0.0,210.19,0.055,11.56,221.75,0.0,221.75,Debit Card,Mobile,216,0,0,1
TXN0000120,2024-05-30 19:53:04,CUST00042,Charles Young,48,United States,Silver,1697,Electronics,Camera,2,1236.16,2472.32,0.05,0.0,0.05,123.62,2348.7,0.146,342.91,2691.61,0.0,2691.61,Credit Card,Desktop,86,0,0,0
TXN0000121,2023-06-30 12:24:06,CUST00067,Patricia Kumar,24,France,Bronze,1184,Clothing,Sneakers,2,103.57,207.14,0.0,0.05,0.05,10.36,196.78,0.143,28.14,224.92,0.0,224.92,Debit Card,Mobile,206,0,0,1
TXN0000122,2024-11-18 18:10:18,CUST00981,William Chen,43,United States,Bronze,2430,Electronics,Speaker,1,342.76,342.76,0.0,0.05,0.05,17.14,325.62,0.078,25.4,351.02,0.0,351.02,PayPal,Mobile,155,0,0,0
TXN0000123,2023-09-09 22:24:07,CUST01152,William Jones,67,United States,Bronze,137,Toys,Board Game,3,179.56,538.68,0.0,0.15,0.15,80.8,457.88,0.107,48.99,506.87,0.0,506.87,Credit Card,Mobile,356,0,0,1
TXN0000124,2024-02-01 22:13:03,CUST00200,Patricia Singh,72,Canada,Silver,1901,Groceries,Snacks,2,88.06,176.12,0.05,0.0,0.05,8.81,167.31,0.052,8.7,176.01,0.0,176.01,Google Pay,Mobile,120,0,0,0
TXN0000125,2023-03-03 15:55:48,CUST00756,Elena Young,19,United States,Gold,852,Electronics,Headphones,2,61.17,122.34,0.1,0.0,0.1,12.23,110.11,0.074,8.15,118.26,0.0,118.26,Debit Card,Mobile,78,0,0,0
TXN0000126,2024-05-14 21:36:43,CUST00564,David Patel,24,Germany,Bronze,3063,Electronics,Headphones,2,1387.4,2774.8,0.0,0.15,0.15,416.22,2358.58,0.124,292.46,2651.04,0.0,2651.04,Credit Card,Mobile,21,0,0,0
TXN0000127,2024-12-13 18:45:39,CUST00782,Elena Anderson,59,United States,Bronze,3078,Beauty,Nail Care,1,113.57,113.57,0.0,0.05,0.05,5.68,107.89,0.084,9.06,116.95,0.0,116.95,Credit Card,Mobile,114,0,0,0
TXN0000128,2023-04-20 22:20:52,CUST00913,Michael Rodriguez,55,Canada,Bronze,555,Beauty,Men Grooming,2,30.79,61.58,0.0,0.0,0.0,0.0,61.58,0.099,6.1,67.68,0.0,67.68,Bank Transfer,Mobile,65,0,0,0
TXN0000129,2024-04-15 13:53:08,CUST00138,Priya Thompson,59,United States,Gold,2234,Home & Garden,Cleaning Supplies,1,408.39,408.39,0.1,0.0,0.1,40.84,367.55,0.066,24.26,391.81,0.0,391.81,Credit Card,Mobile,326,0,0,0
TXN0000130,2023-12-03 15:43:47,CUST00303,Joseph Brown,69,Brazil,Bronze,2955,Toys,Board Game,1,237.99,237.99,0.0,0.0,0.0,0.0,237.99,0.097,23.09,261.08,0.0,261.08,Debit Card,Desktop,247,0,0,1
TXN0000131,2023-07-19 20:15:55,CUST00030,Jennifer Moore,67,Japan,Gold,2483,Beauty,Vitamins,2,128.68,257.36,0.1,0.15,0.25,64.34,193.02,0.11,21.23,214.25,0.0,214.25,Credit Card,Desktop,288,0,0,0
TXN0000132,2024-01-17 17:21:40,CUST00910,William Miller,25,United States,Gold,3520,Clothing,Sneakers,1,49.62,49.62,0.1,0.0,0.1,4.96,44.66,0.069,3.08,47.74,4.07,51.81,Debit Card,Desktop,213,0,0,0
TXN0000133,2023-10-26 21:40:36,CUST01411,Carlos Moore,25,United States,Bronze,3474,Books,History,2,41.71,83.42,0.0,0.0,0.0,0.0,83.42,0.091,7.59,91.01,0.0,91.01,Credit Card,Tablet,131,0,0,0
TXN0000134,2024-12-16 17:25:07,CUST01157,Jennifer Miller,32,United States,Gold,91,Books,Self-Help,1,52.61,52.61,0.1,0.0,0.1,5.26,47.35,0.089,4.21,51.56,6.53,58.09,Credit Card,Mobile,324,0,0,0
TXN0000135,2024-10-15 14:59:36,CUST01060,Michael Martin,42,Germany,Bronze,1353,Electronics,Tablet,1,414.15,414.15,0.0,0.05,0.05,20.71,393.44,0.075,29.51,422.95,0.0,422.95,PayPal,Tablet,365,0,0,1
TXN0000136,2024-02-19 03:35:34,CUST01376,James Singh,58,United States,Gold,1393,Beauty,Makeup,1,79.7,79.7,0.1,0.0,0.1,7.97,71.73,0.133,9.54,81.27,0.0,81.27,Credit Card,Mobile,196,0,0,0
TXN0000137,2024-06-26 22:28:19,CUST00880,Yuki Kim,37,Canada,Silver,1496,Beauty,Makeup,2,19.94,39.88,0.05,0.1,0.15,5.98,33.9,0.131,4.44,38.34,5.6,43.94,Credit Card,Desktop,1,0,0,0
TXN0000138,2023-05-22 08:26:01,CUST00146,Sarah Patel,63,Canada,Gold,411,Beauty,Vitamins,2,99.55,199.1,0.1,0.0,0.1,19.91,179.19,0.087,15.59,194.78,0.0,194.78,PayPal,Mobile,57,0,0,0
TXN0000139,2023-12-09 07:48:39,CUST00676,Aisha Patel,23,United Kingdom,Bronze,3359,Home & Garden,Bedding,2,164.74,329.48,0.0,0.1,0.1,32.95,296.53,0.069,20.46,316.99,0.0,316.99,Gift Card,Desktop,86,0,0,0
TXN0000140,2023-07-26 16:06:16,CUST00120,Carlos Lee,43,Germany,Gold,552,Clothing,Hoodie,1,46.15,46.15,0.1,0.0,0.1,4.62,41.53,0.073,3.03,44.56,6.9,51.46,Apple Pay,Mobile,4,0,0,0
TXN0000141,2024-01-13 10:19:12,CUST00998,Yuki Allen,40,United States,Bronze,351,Electronics,Laptop,3,340.26,1020.78,0.0,0.0,0.0,0.0,1020.78,0.102,104.12,1124.9,0.0,1124.9,Gift Card,Mobile,190,1,0,1
TXN0000142,2023-09-14 12:24:14,CUST01023,Jennifer Patel,69,Japan,Bronze,2538,Books,Science,4,66.25,265.0,0.0,0.05,0.05,13.25,251.75,0.088,22.15,273.9,0.0,273.9,Credit Card,Mobile,2,0,0,0
TXN0000143,2024-06-16 23:24:48,CUST00686,Wei Thomas,48,United Kingdom,Silver,2346,Beauty,Haircare,1,7.74,7.74,0.05,0.0,0.05,0.39,7.35,0.145,1.07,8.42,8.5,16.92,Credit Card,Mobile,97,0,0,0
TXN0000144,2024-01-12 08:24:30,CUST00005,Linda Harris,55,United States,Gold,3138,Books,Fiction,3,52.52,157.56,0.1,0.2,0.3,47.27,110.29,0.124,13.68,123.97,0.0,123.97,PayPal,Mobile,314,0,0,0
TXN0000145,2023-10-26 22:16:59,CUST01191,Elena Jackson,70,United States,Bronze,2284,Books,History,4,75.42,301.68,0.0,0.0,0.0,0.0,301.68,0.116,34.99,336.67,0.0,336.67,PayPal,Mobile,267,0,0,1
TXN0000146,2024-11-27 06:16:01,CUST01315,Sarah Martin,45,Canada,Silver,3357,Electronics,Tablet,1,761.94,761.94,0.05,0.1,0.15,114.29,647.65,0.15,97.15,744.8,0.0,744.8,Gift Card,Mobile,60,0,0,0
TXN0000147,2023-05-05 11:00:07,CUST00724,Yuki Martin,27,United States,Bronze,388,Home & Garden,Cleaning Supplies,2,173.24,346.48,0.0,0.05,0.05,17.32,329.16,0.059,19.42,348.58,0.0,348.58,Debit Card,Desktop,144,0,0,0
TXN0000148,2024-09-09 21:56:56,CUST00331,James Anderson,24,India,Silver,3271,Sports,Swimming,2,571.62,1143.24,0.05,0.05,0.1,114.32,1028.92,0.142,146.11,1175.03,0.0,1175.03,PayPal,Mobile,115,0,0,0
TXN0000149,2024-10-26 23:37:30,CUST01398,Elena Lee,37,United States,Bronze,2013,Clothing,Sneakers,2,119.32,238.64,0.0,0.05,0.05,11.93,226.71,0.088,19.95,246.66,0.0,246.66,PayPal,Desktop,149,0,0,0
TXN0000150,2023-10-23 07:21:01,CUST00132,Richard Nguyen,30,United States,Silver,2599,Clothing,Sneakers,4,224.76,899.04,0.05,0.05,0.1,89.9,809.14,0.062,50.17,859.31,0.0,859.31,Debit Card,Desktop,1,0,0,0
TXN0000151,2024-04-12 06:57:56,CUST00467,Ibrahim Moore,26,Australia,Bronze,761,Home & Garden,Plants,1,783.97,783.97,0.0,0.0,0.0,0.0,783.97,0.118,92.51,876.48,0.0,876.48,Apple Pay,Mobile,236,0,1,1
TXN0000152,2024-06-30 00:15:04,CUST00474,Joseph Allen,61,Germany,Bronze,3063,Sports,Bicycle,1,307.39,307.39,0.0,0.05,0.05,15.37,292.02,0.065,18.98,311.0,0.0,311.0,PayPal,Desktop,164,0,0,0
TXN0000153,2023-10-20 14:21:28,CUST00464,Fatima Martin,20,United States,Bronze,584,Clothing,Shoes,2,299.08,598.16,0.0,0.0,0.0,0.0,598.16,0.133,79.56,677.72,0.0,677.72,Debit Card,Desktop,108,0,0,0
TXN0000154,2024-12-09 15:55:41,CUST01273,John Kim,58,United Kingdom,Silver,2541,Home & Garden,Furniture,3,738.9,2216.7,0.05,0.1,0.15,332.5,1884.2,0.123,231.76,2115.96,0.0,2115.96,Credit Card,Desktop,12,0,0,0
TXN0000155,2024-06-24 21:23:43,CUST00822,Wei Singh,48,France,Silver,3294,Books,History,5,55.83,279.15,0.05,0.1,0.15,41.87,237.28,0.089,21.12,258.4,0.0,258.4,Debit Card,Mobile,50,0,0,0
TXN0000156,2023-06-19 10:21:30,CUST00197,Jessica Johnson,38,France,Silver,3353,Electronics,Smart Watch,1,702.56,702.56,0.05,0.0,0.05,35.13,667.43,0.12,80.09,747.52,0.0,747.52,Credit Card,Mobile,101,0,0,0
TXN0000157,2023-11-28 17:55:38,CUST01103,Robert Brown,20,Canada,Bronze,1115,Electronics,Camera,2,1097.15,2194.3,0.0,0.05,0.05,109.72,2084.58,0.149,310.6,2395.18,0.0,2395.18,Credit Card,Tablet,183,0,1,1
TXN0000158,2023-04-03 06:38:23,CUST01462,Susan Jackson,45,United States,Bronze,492,Groceries,Fresh Produce,1,12.32,12.32,0.0,0.0,0.0,0.0,12.32,0.093,1.15,13.47,4.88,18.35,PayPal,Mobile,251,0,0,1
TXN0000159,2023-10-24 18:52:38,CUST00455,Carlos Chen,56,Brazil,Bronze,1859,Groceries,Frozen Food,5,70.26,351.3,0.0,0.05,0.05,17.57,333.73,0.059,19.69,353.42,0.0,353.42,Debit Card,Desktop,62,0,0,0
TXN0000160,2024-06-22 19:59:13,CUST00175,Carlos Gonzalez,35,United Kingdom,Gold,747,Clothing,Suit,4,196.0,784.0,0.1,0.0,0.1,78.4,705.6,0.109,76.91,782.51,0.0,782.51,Gift Card,Mobile,304,0,0,0
TXN0000161,2023-11-11 19:54:30,CUST00272,Jennifer Singh,27,United Kingdom,Bronze,611,Toys,LEGO,1,78.09,78.09,0.0,0.0,0.0,0.0,78.09,0.121,9.45,87.54,0.0,87.54,Google Pay,Desktop,275,0,0,1
TXN0000162,2024-05-26 12:51:55,CUST01176,Lisa Garcia,42,United Kingdom,Bronze,729,Toys,Board Game,2,132.12,264.24,0.0,0.05,0.05,13.21,251.03,0.129,32.38,283.41,0.0,283.41,Credit Card,Desktop,93,0,0,0
TXN0000163,2024-03-12 21:41:21,CUST01294,William Anderson,35,United States,Bronze,2710,Groceries,Fresh Produce,3,50.81,152.43,0.0,0.0,0.0,0.0,152.43,0.063,9.6,162.03,0.0,162.03,Credit Card,Mobile,64,0,0,0
TXN0000164,2024-08-31 00:29:01,CUST00760,Lisa Harris,29,Japan,Silver,2288,Books,Textbook,4,36.72,146.88,0.05,0.0,0.05,7.34,139.54,0.08,11.16,150.7,0.0,150.7,Bank Transfer,Mobile,274,0,0,0
TXN0000165,2024-09-28 17:29:43,CUST00668,Susan Chen,31,Canada,Silver,3521,Toys,Doll,5,133.04,665.2,0.05,0.0,0.05,33.26,631.94,0.104,65.72,697.66,0.0,697.66,Credit Card,Mobile,111,0,0,0
TXN0000166,2023-05-07 20:29:37,CUST01437,Michael Chen,58,United States,Bronze,3112,Home & Garden,Decor,2,225.52,451.04,0.0,0.0,0.0,0.0,451.04,0.105,47.36,498.4,0.0,498.4,Credit Card,Desktop,43,0,0,0
TXN0000167,2023-10-17 01:14:04,CUST01418,Barbara Harris,73,United Kingdom,Bronze,1849,Beauty,Haircare,1,82.23,82.23,0.0,0.05,0.05,4.11,78.12,0.15,11.72,89.84,0.0,89.84,PayPal,Mobile,84,0,0,0
TXN0000168,2023-03-27 10:21:52,CUST00630,John Smith,55,United States,Bronze,193,Groceries,Snacks,1,89.33,89.33,0.0,0.0,0.0,0.0,89.33,0.11,9.83,99.16,0.0,99.16,Credit Card,Mobile,209,0,0,1
TXN0000169,2023-06-22 14:35:05,CUST00099,David Williams,70,Japan,Bronze,1301,Clothing,Sneakers,3,273.67,821.01,0.0,0.0,0.0,0.0,821.01,0.13,106.73,927.74,0.0,927.74,Credit Card,Mobile,90,0,0,0
TXN0000170,2023-02-07 06:06:01,CUST00790,Jennifer Anderson,58,United States,Silver,887,Sports,Swimming,1,70.88,70.88,0.05,0.0,0.05,3.54,67.34,0.078,5.25,72.59,0.0,72.59,Credit Card,Mobile,200,0,0,0
TXN0000171,2024-03-16 20:05:58,CUST00272,Jennifer Singh,27,United Kingdom,Bronze,611,Beauty,Sunscreen,1,90.47,90.47,0.0,0.05,0.05,4.52,85.95,0.121,10.4,96.35,0.0,96.35,PayPal,Mobile,190,0,0,1
TXN0000172,2023-11-29 06:07:08,CUST01062,Patricia Wilson,48,Australia,Bronze,243,Home & Garden,Plants,1,566.89,566.89,0.0,0.2,0.2,113.38,453.51,0.13,58.96,512.47,0.0,512.47,Debit Card,Mobile,118,0,0,0
TXN0000173,2023-05-09 05:55:54,CUST00458,Jennifer Anderson,72,United Kingdom,Bronze,871,Clothing,Shoes,1,127.88,127.88,0.0,0.0,0.0,0.0,127.88,0.058,7.42,135.3,0.0,135.3,PayPal,Tablet,253,0,0,1
TXN0000174,2024-02-18 12:49:46,CUST01213,Lisa Brown,73,France,Bronze,3543,Electronics,Speaker,4,1025.23,4100.92,0.0,0.0,0.0,0.0,4100.92,0.1,410.09,4511.01,0.0,4511.01,PayPal,Desktop,208,0,0,1
TXN0000175,2024-10-01 12:36:21,CUST00021,Jessica Kumar,55,United States,Bronze,596,Home & Garden,Furniture,2,572.75,1145.5,0.0,0.05,0.05,57.28,1088.22,0.074,80.53,1168.75,0.0,1168.75,PayPal,Tablet,22,0,0,0
TXN0000176,2023-03-29 22:49:32,CUST00912,Aisha Moore,22,United States,Bronze,432,Groceries,Meat,1,17.37,17.37,0.0,0.0,0.0,0.0,17.37,0.085,1.48,18.85,4.3,23.15,Debit Card,Mobile,348,0,0,1
TXN0000177,2023-08-25 18:15:10,CUST00375,John Taylor,43,Mexico,Silver,2183,Clothing,Shoes,1,96.75,96.75,0.05,0.0,0.05,4.84,91.91,0.124,11.4,103.31,0.0,103.31,Debit Card,Mobile,19,0,0,0
TXN0000178,2023-05-25 14:13:52,CUST01404,Mary Kim,38,Mexico,Bronze,1866,Toys,Action Figure,2,92.15,184.3,0.0,0.0,0.0,0.0,184.3,0.085,15.67,199.97,0.0,199.97,Credit Card,Desktop,5,0,0,0
TXN0000179,2023-06-25 14:43:14,CUST00153,Yuki Miller,36,United States,Bronze,87,Toys,Outdoor,1,25.75,25.75,0.0,0.0,0.0,0.0,25.75,0.062,1.6,27.35,6.91,34.26,Credit Card,Desktop,94,0,0,0
TXN0000180,2024-11-17 07:03:19,CUST00805,Jessica Harris,42,United States,Bronze,2904,Sports,Yoga Mat,2,593.77,1187.54,0.0,0.0,0.0,0.0,1187.54,0.064,76.0,1263.54,0.0,1263.54,PayPal,Mobile,102,0,0,0
TXN0000181,2024-05-31 17:01:34,CUST00166,Barbara Nguyen,36,Germany,Silver,2845,Sports,Running Shoes,1,93.19,93.19,0.05,0.0,0.05,4.66,88.53,0.053,4.69,93.22,0.0,93.22,PayPal,Tablet,254,0,0,0
TXN0000182,2023-04-13 01:48:10,CUST01200,Sofia Brown,65,India,Gold,1728,Groceries,Snacks,3,68.09,204.27,0.1,0.0,0.1,20.43,183.84,0.123,22.61,206.45,0.0,206.45,PayPal,Desktop,56,0,0,0
TXN0000183,2023-01-07 05:40:09,CUST01190,Susan Ahmed,20,United States,Bronze,1539,Groceries,Bakery,1,32.27,32.27,0.0,0.05,0.05,1.61,30.66,0.055,1.69,32.35,8.97,41.32,Debit Card,Desktop,220,0,0,1
TXN0000184,2024-07-02 17:23:08,CUST00372,Sofia Thomas,50,United States,Platinum,3274,Groceries,Bakery,2,23.94,47.88,0.15,0.1,0.25,11.97,35.91,0.149,5.35,41.26,5.47,46.73,Apple Pay,Mobile,53,0,0,0
TXN0000185,2023-05-30 06:26:46,CUST01052,William Jones,63,Canada,Bronze,399,Groceries,Meat,2,89.33,178.66,0.0,0.05,0.05,8.93,169.73,0.073,12.39,182.12,0.0,182.12,Credit Card,Mobile,47,0,0,0
TXN0000186,2023-11-28 17:12:52,CUST01297,Jennifer Anderson,53,United States,Bronze,308,Beauty,Vitamins,2,80.64,161.28,0.0,0.2,0.2,32.26,129.02,0.072,9.29,138.31,0.0,138.31,Debit Card,Mobile,156,0,0,0
TXN0000187,2024-05-27 23:19:17,CUST00166,Barbara Nguyen,36,Germany,Silver,2845,Books,Biography,2,75.71,151.42,0.05,0.0,0.05,7.57,143.85,0.14,20.14,163.99,0.0,163.99,Credit Card,Mobile,311,0,0,0
TXN0000188,2024-10-31 12:21:54,CUST00152,Priya Young,66,United Kingdom,Bronze,441,Groceries,Beverages,1,85.44,85.44,0.0,0.0,0.0,0.0,85.44,0.06,5.13,90.57,0.0,90.57,Credit Card,Desktop,185,0,0,1
TXN0000189,2023-02-01 21:01:16,CUST01112,Barbara Thompson,20,United States,Silver,1368,Books,Science,1,22.86,22.86,0.05,0.0,0.05,1.14,21.72,0.059,1.28,23.0,4.63,27.63,PayPal,Desktop,98,0,0,0
TXN0000190,2023-02-04 00:41:53,CUST00290,Mohammed Garcia,22,United Kingdom,Bronze,2118,Toys,Board Game,1,23.34,23.34,0.0,0.0,0.0,0.0,23.34,0.123,2.87,26.21,9.93,36.14,Credit Card,Desktop,215,0,0,1
TXN0000191,2024-12-24 09:17:34,CUST00826,James Singh,61,Brazil,Silver,565,Sports,Sportswear,1,538.51,538.51,0.05,0.05,0.1,53.85,484.66,0.141,68.34,553.0,0.0,553.0,Credit Card,Mobile,141,0,0,0
TXN0000192,2024-11-06 22:44:32,CUST01046,Linda Wilson,23,Canada,Bronze,3161,Groceries,Beverages,2,5.99,11.98,0.0,0.1,0.1,1.2,10.78,0.119,1.28,12.06,8.43,20.49,Debit Card,Desktop,39,0,0,0
TXN0000193,2024-11-13 20:38:14,CUST00249,James Garcia,34,United States,Silver,2184,Beauty,Vitamins,1,62.51,62.51,0.05,0.0,0.05,3.13,59.38,0.066,3.92,63.3,0.0,63.3,Credit Card,Desktop,269,0,0,0
TXN0000194,2023-04-26 01:31:11,CUST00389,Sofia Kim,43,United States,Bronze,275,Home & Garden,Tools,2,568.05,1136.1,0.0,0.0,0.0,0.0,1136.1,0.055,62.49,1198.59,0.0,1198.59,Credit Card,Mobile,143,0,0,0
TXN0000195,2024-04-15 00:59:28,CUST01391,Jennifer Wilson,25,Germany,Silver,3613,Sports,Running Shoes,1,390.8,390.8,0.05,0.1,0.15,58.62,332.18,0.103,34.21,366.39,0.0,366.39,Credit Card,Mobile,282,0,0,0
TXN0000196,2024-07-21 09:04:19,CUST00397,Joseph Martin,74,United States,Bronze,1640,Groceries,Frozen Food,1,81.04,81.04,0.0,0.2,0.2,16.21,64.83,0.113,7.33,72.16,0.0,72.16,Credit Card,Mobile,91,0,0,0
TXN0000197,2023-06-10 03:04:56,CUST00384,Robert Garcia,60,Australia,Gold,1412,Electronics,Laptop,2,1092.22,2184.44,0.1,0.15,0.25,546.11,1638.33,0.076,124.51,1762.84,0.0,1762.84,PayPal,Desktop,298,0,0,0
TXN0000198,2023-12-23 19:39:08,CUST00945,Thomas Johnson,75,United Kingdom,Bronze,1087,Beauty,Haircare,2,69.11,138.22,0.0,0.0,0.0,0.0,138.22,0.065,8.98,147.2,0.0,147.2,Debit Card,Mobile,91,0,0,0
TXN0000199,2023-02-23 22:43:07,CUST00284,Ibrahim Rodriguez,20,Canada,Silver,348,Toys,Educational,1,163.64,163.64,0.05,0.0,0.05,8.18,155.46,0.068,10.57,166.03,0.0,166.03,Debit Card,Desktop,331,0,0,0
TXN0000200,2024-08-15 23:39:37,CUST01456,Charles Thomas,40,United States,Silver,3014,Clothing,Jacket,3,220.75,662.25,0.05,0.05,0.1,66.23,596.02,0.088,52.45,648.47,0.0,648.47,Credit Card,Desktop,23,0,0,0
TXN0000201,2024-07-25 18:29:09,CUST00199,Sarah Johnson,26,United Kingdom,Silver,3592,Clothing,Shoes,2,51.35,102.7,0.05,0.0,0.05,5.14,97.56,0.147,14.34,111.9,0.0,111.9,Bank Transfer,Mobile,72,0,0,0
TXN0000202,2023-01-17 11:20:38,CUST00721,Jennifer Johnson,24,United States,Platinum,1706,Toys,Educational,1,80.3,80.3,0.15,0.0,0.15,12.04,68.26,0.104,7.1,75.36,0.0,75.36,Credit Card,Desktop,53,0,0,0
TXN0000203,2023-06-25 10:47:24,CUST00817,Susan Lee,61,United States,Silver,419,Clothing,Hoodie,4,51.12,204.48,0.05,0.0,0.05,10.22,194.26,0.093,18.07,212.33,0.0,212.33,Credit Card,Desktop,58,0,0,0
TXN0000204,2024-12-15 11:41:12,CUST00738,Carlos White,30,Mexico,Silver,3446,Clothing,Dress,4,39.49,157.96,0.05,0.0,0.05,7.9,150.06,0.112,16.81,166.87,0.0,166.87,Credit Card,Tablet,23,0,0,0
TXN0000205,2024-09-27 00:28:13,CUST00907,Richard Moore,53,Japan,Bronze,3095,Groceries,Frozen Food,2,48.67,97.34,0.0,0.05,0.05,4.87,92.47,0.065,6.01,98.48,0.0,98.48,PayPal,Mobile,256,0,0,1
TXN0000206,2023-12-13 23:00:20,CUST00993,Wei Gonzalez,34,United States,Bronze,2789,Sports,Yoga Mat,3,476.47,1429.41,0.0,0.2,0.2,285.88,1143.53,0.128,146.37,1289.9,0.0,1289.9,Credit Card,Mobile,245,0,0,1
TXN0000207,2023-09-06 00:28:39,CUST01222,Carlos Singh,56,Brazil,Bronze,218,Clothing,Hoodie,1,288.27,288.27,0.0,0.0,0.0,0.0,288.27,0.149,42.95,331.22,0.0,331.22,Credit Card,Mobile,309,0,0,1
TXN0000208,2024-02-18 14:02:34,CUST01191,Elena Jackson,70,United States,Bronze,2284,Books,Textbook,2,65.15,130.3,0.0,0.0,0.0,0.0,130.3,0.092,11.99,142.29,0.0,142.29,Debit Card,Desktop,118,0,0,0
TXN0000209,2023-04-14 18:20:52,CUST00577,Jennifer Martin,58,United Kingdom,Gold,739,Beauty,Fragrance,1,106.64,106.64,0.1,0.0,0.1,10.66,95.98,0.149,14.3,110.28,0.0,110.28,Credit Card,Desktop,72,0,0,0
TXN0000210,2023-10-21 04:22:44,CUST00443,Aisha Wilson,63,United States,Silver,3268,Groceries,Frozen Food,3,23.33,69.99,0.05,0.0,0.05,3.5,66.49,0.064,4.26,70.75,0.0,70.75,Gift Card,Desktop,357,0,0,0
TXN0000211,2023-10-11 16:38:44,CUST01448,Barbara Smith,65,India,Bronze,3539,Books,Fiction,2,57.6,115.2,0.0,0.0,0.0,0.0,115.2,0.134,15.44,130.64,0.0,130.64,Google Pay,Mobile,214,0,1,1
TXN0000212,2024-08-29 22:17:38,CUST00225,Robert Lee,52,Brazil,Bronze,2085,Groceries,Organic,2,67.42,134.84,0.0,0.05,0.05,6.74,128.1,0.08,10.25,138.35,0.0,138.35,Debit Card,Mobile,7,0,0,0
TXN0000213,2024-06-12 02:19:14,CUST00431,Linda Johnson,60,Brazil,Bronze,983,Groceries,Fresh Produce,1,79.53,79.53,0.0,0.1,0.1,7.95,71.58,0.1,7.16,78.74,0.0,78.74,Credit Card,Desktop,133,0,0,0
TXN0000214,2023-06-14 13:26:08,CUST01379,Elena Anderson,65,Japan,Silver,2793,Sports,Bicycle,1,262.84,262.84,0.05,0.2,0.25,65.71,197.13,0.102,20.11,217.24,0.0,217.24,Gift Card,Mobile,29,0,0,0
